call_id,issue_type,call_duration_seconds,duration_ratio,num_turns,transcript_text,csat_score,csat_range,resolution_status,repeat_contact,emotional_arc
570,complaint,343,0.7,36,Turn 1: CUSTOMER: this keeps happening | Turn 2: AGENT: I apologize for the inconvenience | Turn 3: CUSTOMER: I am not happy with the service | Turn 4: AGENT: thanks for waiting | Turn 5: CUSTOMER: this keeps happening | Turn 6: AGENT: thank you for calling | Turn 7: CUSTOMER: I called yesterday also | Turn 8: AGENT: we are working on it | Turn 9: CUSTOMER: I called yesterday also | Turn 10: AGENT: happy to resolve this | Turn 11: CUSTOMER: this is really frustrating | Turn 12: AGENT: this should work now | Turn 13: CUSTOMER: this keeps happening | Turn 14: AGENT: thank you for calling | Turn 15: CUSTOMER: thanks that solved it | Turn 16: AGENT: I can help you with that | Turn 17: CUSTOMER: finally someone answered | Turn 18: AGENT: I can help you with that | Turn 19: CUSTOMER: I don't understand the problem | Turn 20: AGENT: thank you for calling | Turn 21: CUSTOMER: my issue is still not fixed | Turn 22: AGENT: please hold for a moment | Turn 23: CUSTOMER: I need this resolved today | Turn 24: AGENT: this should work now | Turn 25: CUSTOMER: I am getting upset now | Turn 26: AGENT: I will resolve this for you | Turn 27: CUSTOMER: finally someone answered | Turn 28: AGENT: we are working on it | Turn 29: CUSTOMER: thanks for the support | Turn 30: AGENT: I apologize for the inconvenience | Turn 31: CUSTOMER: this should not happen | Turn 32: AGENT: I completely understand | Turn 33: CUSTOMER: this keeps happening | Turn 34: AGENT: please hold for a moment | Turn 35: CUSTOMER: I waited so long | Turn 36: AGENT: we are working on it,3,medium,resolved,yes,fall
1311,billing,445,0.91,41,Turn 1: CUSTOMER: I need this resolved today | Turn 2: AGENT: thanks for waiting | Turn 3: CUSTOMER: I already tried that | Turn 4: AGENT: happy to resolve this | Turn 5: CUSTOMER: really appreciate your help | Turn 6: AGENT: I am looking into your issue | Turn 7: CUSTOMER: I waited so long | Turn 8: AGENT: please hold for a moment | Turn 9: CUSTOMER: nothing is working | Turn 10: AGENT: let me verify your details | Turn 11: CUSTOMER: I need this resolved today | Turn 12: AGENT: we are working on it | Turn 13: CUSTOMER: finally someone answered | Turn 14: AGENT: happy to resolve this | Turn 15: CUSTOMER: I am not happy with the service | Turn 16: AGENT: I understand your frustration | Turn 17: CUSTOMER: I already tried that | Turn 18: AGENT: thanks for waiting | Turn 19: CUSTOMER: I am getting upset now | Turn 20: AGENT: glad to help | Turn 21: CUSTOMER: can you please help me | Turn 22: AGENT: this should work now | Turn 23: CUSTOMER: third time calling | Turn 24: AGENT: I will resolve this for you | Turn 25: CUSTOMER: third time calling | Turn 26: AGENT: thanks for waiting | Turn 27: CUSTOMER: my issue is still not fixed | Turn 28: AGENT: is there anything else | Turn 29: CUSTOMER: I am getting upset now | Turn 30: AGENT: sorry for the trouble | Turn 31: CUSTOMER: third time calling | Turn 32: AGENT: I can help you with that | Turn 33: CUSTOMER: thanks for the support | Turn 34: AGENT: I appreciate your patience | Turn 35: CUSTOMER: finally someone answered | Turn 36: AGENT: thanks for waiting | Turn 37: CUSTOMER: I need this resolved today | Turn 38: AGENT: let me check that for you | Turn 39: CUSTOMER: I need this resolved today | Turn 40: AGENT: thank you for your patience | Turn 41: CUSTOMER: okay that helps,5,high,resolved,no,flat
432,technical,451,0.87,48,Turn 1: CUSTOMER: my issue is still not fixed | Turn 2: AGENT: please hold for a moment | Turn 3: CUSTOMER: thanks that solved it | Turn 4: AGENT: let me verify your details | Turn 5: CUSTOMER: I already tried that | Turn 6: AGENT: we are working on it | Turn 7: CUSTOMER: please check again | Turn 8: AGENT: I can help you with that | Turn 9: CUSTOMER: third time calling | Turn 10: AGENT: I will escalate this | Turn 11: CUSTOMER: this is really frustrating | Turn 12: AGENT: we will fix this | Turn 13: CUSTOMER: why is this happening again | Turn 14: AGENT: I appreciate your patience | Turn 15: CUSTOMER: thanks for the support | Turn 16: AGENT: I understand your frustration | Turn 17: CUSTOMER: really appreciate your help | Turn 18: AGENT: thank you for calling | Turn 19: CUSTOMER: this keeps happening | Turn 20: AGENT: this should work now | Turn 21: CUSTOMER: thanks that solved it | Turn 22: AGENT: your issue is important to us | Turn 23: CUSTOMER: I need this resolved today | Turn 24: AGENT: sorry for the trouble | Turn 25: CUSTOMER: this is annoying honestly | Turn 26: AGENT: let me verify your details | Turn 27: CUSTOMER: I waited so long | Turn 28: AGENT: I will escalate this | Turn 29: CUSTOMER: please check again | Turn 30: AGENT: is there anything else | Turn 31: CUSTOMER: I waited so long | Turn 32: AGENT: sorry for the trouble | Turn 33: CUSTOMER: please check again | Turn 34: AGENT: your issue is important to us | Turn 35: CUSTOMER: I called yesterday also | Turn 36: AGENT: is there anything else | Turn 37: CUSTOMER: nothing is working | Turn 38: AGENT: I am looking into your issue | Turn 39: CUSTOMER: I don't understand the problem | Turn 40: AGENT: let me check that for you | Turn 41: CUSTOMER: please check again | Turn 42: AGENT: I appreciate your patience | Turn 43: CUSTOMER: okay that helps | Turn 44: AGENT: I understand your frustration | Turn 45: CUSTOMER: I waited so long | Turn 46: AGENT: happy to resolve this | Turn 47: CUSTOMER: I called yesterday also | Turn 48: AGENT: let me verify your details,3,medium,unresolved,no,v_shape
1811,billing,665,1.36,26,Turn 1: CUSTOMER: I waited so long | Turn 2: AGENT: I will escalate this | Turn 3: CUSTOMER: this is really frustrating | Turn 4: AGENT: I completely understand | Turn 5: CUSTOMER: I waited so long | Turn 6: AGENT: I understand your frustration | Turn 7: CUSTOMER: this is annoying honestly | Turn 8: AGENT: we will fix this | Turn 9: CUSTOMER: I called yesterday also | Turn 10: AGENT: thank you for your patience | Turn 11: CUSTOMER: I am getting upset now | Turn 12: AGENT: thank you for your patience | Turn 13: CUSTOMER: I am not happy with the service | Turn 14: AGENT: happy to resolve this | Turn 15: CUSTOMER: really appreciate your help | Turn 16: AGENT: I appreciate your patience | Turn 17: CUSTOMER: I need this resolved today | Turn 18: AGENT: I am looking into your issue | Turn 19: CUSTOMER: this is annoying honestly | Turn 20: AGENT: I understand your frustration | Turn 21: CUSTOMER: nothing is working | Turn 22: AGENT: I appreciate your patience | Turn 23: CUSTOMER: thanks for the support | Turn 24: AGENT: I understand your frustration | Turn 25: CUSTOMER: third time calling | Turn 26: AGENT: sorry for the trouble,3,medium,unresolved,no,flat
2213,account,541,1.29,44,Turn 1: CUSTOMER: I need this resolved today | Turn 2: AGENT: thanks for waiting | Turn 3: CUSTOMER: still confused | Turn 4: AGENT: we are working on it | Turn 5: CUSTOMER: third time calling | Turn 6: AGENT: I will escalate this | Turn 7: CUSTOMER: my issue is still not fixed | Turn 8: AGENT: glad to help | Turn 9: CUSTOMER: still confused | Turn 10: AGENT: is there anything else | Turn 11: CUSTOMER: my issue is still not fixed | Turn 12: AGENT: we are working on it | Turn 13: CUSTOMER: can you please help me | Turn 14: AGENT: is there anything else | Turn 15: CUSTOMER: I waited so long | Turn 16: AGENT: I will escalate this | Turn 17: CUSTOMER: I am not happy with the service | Turn 18: AGENT: I will escalate this | Turn 19: CUSTOMER: thanks that solved it | Turn 20: AGENT: please hold for a moment | Turn 21: CUSTOMER: I am getting upset now | Turn 22: AGENT: please hold for a moment | Turn 23: CUSTOMER: finally someone answered | Turn 24: AGENT: I apologize for the inconvenience | Turn 25: CUSTOMER: I need this resolved today | Turn 26: AGENT: we are working on it | Turn 27: CUSTOMER: okay that helps | Turn 28: AGENT: I am looking into your issue | Turn 29: CUSTOMER: why is this happening again | Turn 30: AGENT: is there anything else | Turn 31: CUSTOMER: I waited so long | Turn 32: AGENT: we are working on it | Turn 33: CUSTOMER: still confused | Turn 34: AGENT: thank you for calling | Turn 35: CUSTOMER: this makes no sense | Turn 36: AGENT: thanks for waiting | Turn 37: CUSTOMER: nothing is working | Turn 38: AGENT: we will fix this | Turn 39: CUSTOMER: this is taking too long | Turn 40: AGENT: please hold for a moment | Turn 41: CUSTOMER: I waited so long | Turn 42: AGENT: I appreciate your patience | Turn 43: CUSTOMER: thanks that solved it | Turn 44: AGENT: please hold for a moment,1,low,unresolved,no,rise
1833,account,474,1.13,50,Turn 1: CUSTOMER: this makes no sense | Turn 2: AGENT: please hold for a moment | Turn 3: CUSTOMER: third time calling | Turn 4: AGENT: please hold for a moment | Turn 5: CUSTOMER: nothing is working | Turn 6: AGENT: happy to resolve this | Turn 7: CUSTOMER: can you please help me | Turn 8: AGENT: sorry for the trouble | Turn 9: CUSTOMER: okay that helps | Turn 10: AGENT: I will resolve this for you | Turn 11: CUSTOMER: really appreciate your help | Turn 12: AGENT: happy to resolve this | Turn 13: CUSTOMER: I called yesterday also | Turn 14: AGENT: I can help you with that | Turn 15: CUSTOMER: this makes no sense | Turn 16: AGENT: I can help you with that | Turn 17: CUSTOMER: I waited so long | Turn 18: AGENT: your issue is important to us | Turn 19: CUSTOMER: really appreciate your help | Turn 20: AGENT: I will resolve this for you | Turn 21: CUSTOMER: I am not happy with the service | Turn 22: AGENT: we will fix this | Turn 23: CUSTOMER: can you please help me | Turn 24: AGENT: I completely understand | Turn 25: CUSTOMER: I already tried that | Turn 26: AGENT: I appreciate your patience | Turn 27: CUSTOMER: nothing is working | Turn 28: AGENT: I can help you with that | Turn 29: CUSTOMER: this should not happen | Turn 30: AGENT: I can help you with that | Turn 31: CUSTOMER: still confused | Turn 32: AGENT: we will fix this | Turn 33: CUSTOMER: can you please help me | Turn 34: AGENT: thank you for your patience | Turn 35: CUSTOMER: my issue is still not fixed | Turn 36: AGENT: is there anything else | Turn 37: CUSTOMER: I called yesterday also | Turn 38: AGENT: we are working on it | Turn 39: CUSTOMER: this keeps happening | Turn 40: AGENT: I will escalate this | Turn 41: CUSTOMER: this makes no sense | Turn 42: AGENT: this should work now | Turn 43: CUSTOMER: I need this resolved today | Turn 44: AGENT: please hold for a moment | Turn 45: CUSTOMER: I need this resolved today | Turn 46: AGENT: we will fix this | Turn 47: CUSTOMER: this is taking too long | Turn 48: AGENT: glad to help | Turn 49: CUSTOMER: I am not happy with the service | Turn 50: AGENT: let me check that for you,4,high,resolved,no,rise
1636,delivery,503,1.0,35,Turn 1: CUSTOMER: third time calling | Turn 2: AGENT: I will resolve this for you | Turn 3: CUSTOMER: third time calling | Turn 4: AGENT: I am looking into your issue | Turn 5: CUSTOMER: I waited so long | Turn 6: AGENT: I understand your frustration | Turn 7: CUSTOMER: thanks for the support | Turn 8: AGENT: sorry for the trouble | Turn 9: CUSTOMER: this makes no sense | Turn 10: AGENT: is there anything else | Turn 11: CUSTOMER: can you please help me | Turn 12: AGENT: I can help you with that | Turn 13: CUSTOMER: this is annoying honestly | Turn 14: AGENT: I completely understand | Turn 15: CUSTOMER: finally someone answered | Turn 16: AGENT: I am looking into your issue | Turn 17: CUSTOMER: can you please help me | Turn 18: AGENT: we are working on it | Turn 19: CUSTOMER: this is annoying honestly | Turn 20: AGENT: I understand your frustration | Turn 21: CUSTOMER: can you please help me | Turn 22: AGENT: I understand your frustration | Turn 23: CUSTOMER: still confused | Turn 24: AGENT: please hold for a moment | Turn 25: CUSTOMER: finally someone answered | Turn 26: AGENT: I will resolve this for you | Turn 27: CUSTOMER: finally someone answered | Turn 28: AGENT: I completely understand | Turn 29: CUSTOMER: nothing is working | Turn 30: AGENT: I appreciate your patience | Turn 31: CUSTOMER: okay that helps | Turn 32: AGENT: I can help you with that | Turn 33: CUSTOMER: I already tried that | Turn 34: AGENT: please hold for a moment | Turn 35: CUSTOMER: I already tried that,5,high,resolved,no,v_shape
1242,technical,529,1.02,38,Turn 1: CUSTOMER: this is really frustrating | Turn 2: AGENT: this should work now | Turn 3: CUSTOMER: why is this happening again | Turn 4: AGENT: thank you for calling | Turn 5: CUSTOMER: this is annoying honestly | Turn 6: AGENT: this should work now | Turn 7: CUSTOMER: still confused | Turn 8: AGENT: this should work now | Turn 9: CUSTOMER: I don't understand the problem | Turn 10: AGENT: I completely understand | Turn 11: CUSTOMER: this makes no sense | Turn 12: AGENT: your issue is important to us | Turn 13: CUSTOMER: this is taking too long | Turn 14: AGENT: I will escalate this | Turn 15: CUSTOMER: this keeps happening | Turn 16: AGENT: let me check that for you | Turn 17: CUSTOMER: this is taking too long | Turn 18: AGENT: glad to help | Turn 19: CUSTOMER: this should not happen | Turn 20: AGENT: this should work now | Turn 21: CUSTOMER: why is this happening again | Turn 22: AGENT: glad to help | Turn 23: CUSTOMER: this should not happen | Turn 24: AGENT: glad to help | Turn 25: CUSTOMER: why is this happening again | Turn 26: AGENT: we are working on it | Turn 27: CUSTOMER: still confused | Turn 28: AGENT: I will resolve this for you | Turn 29: CUSTOMER: this makes no sense | Turn 30: AGENT: we are working on it | Turn 31: CUSTOMER: thanks that solved it | Turn 32: AGENT: let me verify your details | Turn 33: CUSTOMER: this is really frustrating | Turn 34: AGENT: I am looking into your issue | Turn 35: CUSTOMER: thanks for the support | Turn 36: AGENT: thank you for calling | Turn 37: CUSTOMER: this is really frustrating | Turn 38: AGENT: let me verify your details,3,medium,resolved,yes,fall
1691,billing,569,1.16,43,Turn 1: CUSTOMER: I don't understand the problem | Turn 2: AGENT: this should work now | Turn 3: CUSTOMER: okay that helps | Turn 4: AGENT: thanks for waiting | Turn 5: CUSTOMER: this is annoying honestly | Turn 6: AGENT: glad to help | Turn 7: CUSTOMER: finally someone answered | Turn 8: AGENT: I completely understand | Turn 9: CUSTOMER: okay that helps | Turn 10: AGENT: is there anything else | Turn 11: CUSTOMER: I am not happy with the service | Turn 12: AGENT: glad to help | Turn 13: CUSTOMER: still confused | Turn 14: AGENT: I can help you with that | Turn 15: CUSTOMER: thanks that solved it | Turn 16: AGENT: is there anything else | Turn 17: CUSTOMER: I called yesterday also | Turn 18: AGENT: I understand your frustration | Turn 19: CUSTOMER: please check again | Turn 20: AGENT: please hold for a moment | Turn 21: CUSTOMER: this should not happen | Turn 22: AGENT: please hold for a moment | Turn 23: CUSTOMER: this is taking too long | Turn 24: AGENT: let me verify your details | Turn 25: CUSTOMER: I need this resolved today | Turn 26: AGENT: we will fix this | Turn 27: CUSTOMER: please check again | Turn 28: AGENT: I apologize for the inconvenience | Turn 29: CUSTOMER: third time calling | Turn 30: AGENT: thank you for calling | Turn 31: CUSTOMER: this is annoying honestly | Turn 32: AGENT: please hold for a moment | Turn 33: CUSTOMER: I already tried that | Turn 34: AGENT: this should work now | Turn 35: CUSTOMER: finally someone answered | Turn 36: AGENT: sorry for the trouble | Turn 37: CUSTOMER: okay that helps | Turn 38: AGENT: thank you for calling | Turn 39: CUSTOMER: this is taking too long | Turn 40: AGENT: thank you for your patience | Turn 41: CUSTOMER: my issue is still not fixed | Turn 42: AGENT: thank you for your patience | Turn 43: CUSTOMER: this is really frustrating,3,medium,resolved,yes,flat
1355,network,487,1.21,39,Turn 1: CUSTOMER: okay that helps | Turn 2: AGENT: we are working on it | Turn 3: CUSTOMER: I already tried that | Turn 4: AGENT: we are working on it | Turn 5: CUSTOMER: why is this happening again | Turn 6: AGENT: I understand your frustration | Turn 7: CUSTOMER: I am not happy with the service | Turn 8: AGENT: I will resolve this for you | Turn 9: CUSTOMER: this is annoying honestly | Turn 10: AGENT: thank you for your patience | Turn 11: CUSTOMER: this is taking too long | Turn 12: AGENT: please hold for a moment | Turn 13: CUSTOMER: I need this resolved today | Turn 14: AGENT: I appreciate your patience | Turn 15: CUSTOMER: still confused | Turn 16: AGENT: I am looking into your issue | Turn 17: CUSTOMER: I am not happy with the service | Turn 18: AGENT: let me verify your details | Turn 19: CUSTOMER: I already tried that | Turn 20: AGENT: glad to help | Turn 21: CUSTOMER: can you please help me | Turn 22: AGENT: happy to resolve this | Turn 23: CUSTOMER: I am not happy with the service | Turn 24: AGENT: your issue is important to us | Turn 25: CUSTOMER: this should not happen | Turn 26: AGENT: we will fix this | Turn 27: CUSTOMER: I need this resolved today | Turn 28: AGENT: I completely understand | Turn 29: CUSTOMER: this should not happen | Turn 30: AGENT: let me verify your details | Turn 31: CUSTOMER: I already tried that | Turn 32: AGENT: please hold for a moment | Turn 33: CUSTOMER: finally someone answered | Turn 34: AGENT: I appreciate your patience | Turn 35: CUSTOMER: my issue is still not fixed | Turn 36: AGENT: I am looking into your issue | Turn 37: CUSTOMER: please check again | Turn 38: AGENT: I apologize for the inconvenience | Turn 39: CUSTOMER: I am getting upset now,3,medium,resolved,yes,flat
